date,rain,tmax,tmin
17-10-1951,0,35.31000137,23.20000076
18-10-1951,0,35.27000046,22.48999977
19-10-1951,0,33.29000092,21.73999977
20-10-1951,0,34.27000046,22
21-10-1951,0,36.88999939,23.46999931
22-10-1951,0,37.08000183,22.79000092
23-10-1951,0,37.91999817,22.69000053
24-10-1951,0,35.91999817,20.5
25-10-1951,0,35.91999817,19.29000092
26-10-1951,0,36.47999954,20.01000023
27-10-1951,0,37,20.67000008
28-10-1951,0,36.54999924,19.65999985
29-10-1951,0,36.22000122,19.70999908
30-10-1951,0,36.29000092,19.75
31-10-1951,0,36.04000092,18.14999962
01-11-1951,0,35.06999969,15.68999958
02-11-1951,0,34.56999969,16.69000053
03-11-1951,0,34.52000046,16.61000061
04-11-1951,0,34.54000092,16.48999977
05-11-1951,0,34.81999969,14.64999962
06-11-1951,0,35,15
07-11-1951,0,34.20000076,17.25
08-11-1951,0,34.16999817,16.15999985
09-11-1951,0,34.25999832,16.02000046
10-11-1951,0,34.91999817,15.56999969
11-11-1951,0,34.63000107,15.43000031
12-11-1951,0,34.00999832,15.42000008
13-11-1951,0,33.72999954,15.15999985
14-11-1951,0,33.06000137,15.64999962
15-11-1951,0,33.31999969,17.25
16-11-1951,0,32.13000107,18.12000084
17-11-1951,0,31.5,18.42000008
18-11-1951,0,32.36000061,18.51000023
19-11-1951,0,33.33000183,16
20-11-1951,0,33.99000168,17.03000069
21-11-1951,0,34.56999969,17.55999947
22-11-1951,0,34.86000061,18.42000008
23-11-1951,0,34.13000107,20.53000069
24-11-1951,1.26988709,31.07999992,19.78000069
25-11-1951,0,30.87999916,17.96999931
26-11-1951,0,29,13.86999989
27-11-1951,0,27.5,12.75
28-11-1951,0,28.32999992,13.10000038
29-11-1951,0,29.77000046,14.10000038
30-11-1951,0,30.57999992,13.43999958
01-12-1951,0,29.81999969,12.84000015
02-12-1951,0,29.30999947,12.35000038
03-12-1951,0,29.14999962,12.61999989
04-12-1951,0,28.73999977,12.31000042
05-12-1951,0,29.31999969,11.72999954
06-12-1951,0,28.39999962,11.43999958
07-12-1951,0,28.11000061,11.93999958
08-12-1951,0,28.23999977,11.11999989
09-12-1951,0,29.10000038,10.22000027
10-12-1951,0,28.39999962,10.06999969
11-12-1951,0,28.77000046,9.989999771
12-12-1951,0,28.65999985,10.02999973
13-12-1951,0,28.77000046,10.05000019
14-12-1951,0,28.85000038,9.93999958
15-12-1951,0,27.78000069,10.27999973
16-12-1951,0,27.90999985,11.48999977
17-12-1951,0,28.72999954,11.75
18-12-1951,0,29.20999908,12.88000011
19-12-1951,0,29.20000076,12.43999958
20-12-1951,0,28.76000023,11.77000046
