date,centre,price,msp
26-05-2009,BENGALURU,1500,1080
27-05-2009,BENGALURU,1500,1080
27-05-2009,CHENNAI,1700,1080
28-05-2009,DELHI,1095,1080
29-05-2009,DELHI,1095,1080
01-06-2009,DELHI,1085,1080
01-06-2009,CHENNAI,1700,1080
02-06-2009,DELHI,1080,1080
03-06-2009,DELHI,1080,1080
03-06-2009,MUMBAI,1425,1080
03-06-2009,BENGALURU,1500,1080
04-06-2009,DELHI,1080,1080
05-06-2009,DELHI,1090,1080
08-06-2009,DELHI,1090,1080
08-06-2009,BENGALURU,1500,1080
09-06-2009,DELHI,1090,1080
09-06-2009,BENGALURU,1500,1080
09-06-2009,CHENNAI,1700,1080
09-06-2009,HYDERABAD,1250,1080
10-06-2009,DELHI,1090,1080
10-06-2009,MUMBAI,1425,1080
10-06-2009,BENGALURU,1500,1080
10-06-2009,CHENNAI,1700,1080
11-06-2009,DELHI,1090,1080
11-06-2009,BENGALURU,1500,1080
11-06-2009,CHENNAI,1700,1080
12-06-2009,DELHI,1075,1080
12-06-2009,BENGALURU,1500,1080
15-06-2009,DELHI,1075,1080
16-06-2009,DELHI,1090,1080
17-06-2009,DELHI,1090,1080
17-06-2009,MUMBAI,1400,1080
17-06-2009,BENGALURU,1600,1080
18-06-2009,DELHI,1070,1080
18-06-2009,HYDERABAD,1250,1080
19-06-2009,DELHI,1070,1080
22-06-2009,DELHI,1065,1080
22-06-2009,BENGALURU,1600,1080
23-06-2009,DELHI,1065,1080
23-06-2009,BENGALURU,1600,1080
23-06-2009,HYDERABAD,1250,1080
24-06-2009,DELHI,1070,1080
24-06-2009,MUMBAI,1450,1080
24-06-2009,BENGALURU,1700,1080
24-06-2009,HYDERABAD,1250,1080
25-06-2009,DELHI,1070,1080
26-06-2009,DELHI,1070,1080
26-06-2009,BENGALURU,1700,1080
26-06-2009,CHENNAI,1700,1080
29-06-2009,DELHI,1070,1080
29-06-2009,BENGALURU,1700,1080
29-06-2009,CHENNAI,1700,1080
30-06-2009,BENGALURU,1500,1080
01-07-2009,DELHI,1070,1080
01-07-2009,AHMEDABAD,1180,1080
01-07-2009,MUMBAI,1400,1080
01-07-2009,BENGALURU,1500,1080
02-07-2009,DELHI,1070,1080
03-07-2009,DELHI,1070,1080
03-07-2009,HYDERABAD,1250,1080
06-07-2009,DELHI,1070,1080
06-07-2009,BENGALURU,1700,1080
06-07-2009,CHENNAI,1700,1080
06-07-2009,HYDERABAD,1250,1080
07-07-2009,DELHI,1070,1080
07-07-2009,BENGALURU,1700,1080
08-07-2009,DELHI,1070,1080
08-07-2009,BENGALURU,1700,1080
09-07-2009,DELHI,1070,1080
09-07-2009,BENGALURU,1700,1080
09-07-2009,HYDERABAD,1250,1080
10-07-2009,DELHI,1070,1080
10-07-2009,BENGALURU,1700,1080
13-07-2009,DELHI,1105,1080
13-07-2009,BENGALURU,1700,1080
14-07-2009,DELHI,1105,1080
15-07-2009,DELHI,1105,1080
15-07-2009,AHMEDABAD,1255,1080
15-07-2009,CHENNAI,1800,1080
16-07-2009,DELHI,1105,1080
17-07-2009,DELHI,1105,1080
20-07-2009,DELHI,1105,1080
21-07-2009,DELHI,1105,1080
22-07-2009,DELHI,1105,1080
22-07-2009,AHMEDABAD,1225,1080
22-07-2009,HYDERABAD,1600,1080
23-07-2009,DELHI,1105,1080
24-07-2009,DELHI,1105,1080
24-07-2009,BENGALURU,1700,1080
24-07-2009,CHENNAI,1800,1080
27-07-2009,DELHI,1105,1080
28-07-2009,DELHI,1105,1080
28-07-2009,CHENNAI,1800,1080
28-07-2009,HYDERABAD,1600,1080
29-07-2009,DELHI,1105,1080
29-07-2009,BENGALURU,1600,1080
29-07-2009,CHENNAI,1800,1080
30-07-2009,DELHI,1105,1080
30-07-2009,BENGALURU,1600,1080
31-07-2009,DELHI,1105,1080
31-07-2009,BENGALURU,1600,1080
03-08-2009,DELHI,1105,1080
03-08-2009,BENGALURU,1600,1080
03-08-2009,CHENNAI,1800,1080
04-08-2009,DELHI,1110,1080
04-08-2009,BENGALURU,1600,1080
04-08-2009,CHENNAI,1800,1080
05-08-2009,DELHI,1110,1080
05-08-2009,BENGALURU,1600,1080
05-08-2009,CHENNAI,1800,1080
06-08-2009,DELHI,1110,1080
07-08-2009,DELHI,1110,1080
07-08-2009,BENGALURU,1600,1080
10-08-2009,DELHI,1110,1080
10-08-2009,CHENNAI,1800,1080
11-08-2009,DELHI,1110,1080
12-08-2009,DELHI,1110,1080
12-08-2009,AHMEDABAD,1270,1080
13-08-2009,DELHI,1110,1080
17-08-2009,DELHI,1110,1080
18-08-2009,DELHI,1110,1080
19-08-2009,DELHI,1110,1080
19-08-2009,BENGALURU,1600,1080
20-08-2009,DELHI,1110,1080
21-08-2009,DELHI,1110,1080
21-08-2009,BENGALURU,1600,1080
21-08-2009,HYDERABAD,1600,1080
24-08-2009,DELHI,1110,1080
24-08-2009,BENGALURU,1800,1080
25-08-2009,DELHI,1125,1080
25-08-2009,BENGALURU,1800,1080
25-08-2009,CHENNAI,1800,1080
25-08-2009,HYDERABAD,1600,1080
26-08-2009,DELHI,1125,1080
26-08-2009,MUMBAI,1500,1080
27-08-2009,BENGALURU,1800,1080
27-08-2009,HYDERABAD,1600,1080
28-08-2009,BENGALURU,1800,1080
28-08-2009,CHENNAI,1800,1080
31-08-2009,DELHI,1125,1080
01-09-2009,DELHI,1125,1080
01-09-2009,BENGALURU,1800,1080
01-09-2009,HYDERABAD,1600,1080
02-09-2009,DELHI,1125,1080
03-09-2009,DELHI,1125,1080
03-09-2009,BENGALURU,1800,1080
04-09-2009,DELHI,1125,1080
07-09-2009,DELHI,1160,1080
08-09-2009,DELHI,1160,1080
09-09-2009,DELHI,1160,1080
09-09-2009,MUMBAI,1500,1080
09-09-2009,BENGALURU,1700,1080
09-09-2009,CHENNAI,1800,1080
10-09-2009,DELHI,1160,1080
10-09-2009,BENGALURU,1700,1080
11-09-2009,DELHI,1160,1080
11-09-2009,BENGALURU,1700,1080
14-09-2009,DELHI,1160,1080
14-09-2009,BENGALURU,1800,1080
14-09-2009,CHENNAI,1800,1080
15-09-2009,DELHI,1160,1080
15-09-2009,BENGALURU,1700,1080
16-09-2009,DELHI,1160,1080
16-09-2009,BENGALURU,1700,1080
17-09-2009,DELHI,1160,1080
17-09-2009,BENGALURU,1800,1080
18-09-2009,DELHI,1160,1080
18-09-2009,CHENNAI,1800,1080
22-09-2009,DELHI,1160,1080
22-09-2009,BENGALURU,1600,1080
23-09-2009,DELHI,1160,1080
23-09-2009,BENGALURU,1600,1080
24-09-2009,DELHI,1225,1080
24-09-2009,BENGALURU,1700,1080
25-09-2009,DELHI,1225,1080
25-09-2009,BENGALURU,1700,1080
29-09-2009,DELHI,1225,1080
29-09-2009,CHENNAI,1800,1080
30-09-2009,DELHI,1225,1080
30-09-2009,MUMBAI,1525,1080
01-10-2009,DELHI,1225,1080
01-10-2009,BENGALURU,1700,1080
01-10-2009,CHENNAI,1800,1080
05-10-2009,DELHI,1225,1080
06-10-2009,DELHI,1225,1080
06-10-2009,CHENNAI,1800,1080
07-10-2009,DELHI,1225,1080
07-10-2009,MUMBAI,1500,1080
08-10-2009,DELHI,1225,1080
08-10-2009,CHENNAI,1800,1080
09-10-2009,DELHI,1225,1080
09-10-2009,CHENNAI,1800,1080
12-10-2009,DELHI,1225,1080
12-10-2009,CHENNAI,1800,1080
13-10-2009,DELHI,1225,1080
13-10-2009,CHENNAI,1800,1080
14-10-2009,DELHI,1225,1080
14-10-2009,CHENNAI,1800,1080
15-10-2009,DELHI,1225,1080
15-10-2009,CHENNAI,1800,1080
16-10-2009,DELHI,1225,1080
16-10-2009,CHENNAI,1800,1080
19-10-2009,DELHI,1225,1080
20-10-2009,DELHI,1225,1080
20-10-2009,BENGALURU,1700,1080
21-10-2009,DELHI,1225,1080
21-10-2009,MUMBAI,1500,1080
21-10-2009,BENGALURU,1700,1080
22-10-2009,CHENNAI,1800,1080
23-10-2009,DELHI,1250,1080
26-10-2009,DELHI,1300,1080
27-10-2009,DELHI,1300,1080
27-10-2009,CHENNAI,1960,1080
28-10-2009,DELHI,1275,1080
28-10-2009,MUMBAI,1550,1080
28-10-2009,CHENNAI,1960,1080
30-10-2009,DELHI,1330,1080
04-11-2009,DELHI,1350,1080
05-11-2009,DELHI,1350,1080
06-11-2009,DELHI,1375,1080
09-11-2009,DELHI,1375,1080
10-11-2009,DELHI,1375,1080
11-11-2009,DELHI,1375,1080
11-11-2009,AHMEDABAD,1400,1080
11-11-2009,CHENNAI,1960,1080
12-11-2009,CHENNAI,1960,1080
13-11-2009,DELHI,1375,1080
13-11-2009,CHENNAI,1960,1080
16-11-2009,DELHI,1390,1080
16-11-2009,CHENNAI,1960,1080
17-11-2009,DELHI,1390,1080
17-11-2009,CHENNAI,1960,1080
18-11-2009,DELHI,1390,1080
18-11-2009,MUMBAI,1750,1080
18-11-2009,BENGALURU,1700,1080
18-11-2009,CHENNAI,1960,1080
18-11-2009,HYDERABAD,1667,1080
19-11-2009,BENGALURU,1850,1080
19-11-2009,CHENNAI,1960,1080
20-11-2009,DELHI,1390,1080
20-11-2009,BENGALURU,1850,1080
20-11-2009,CHENNAI,1960,1080
23-11-2009,DELHI,1390,1080
23-11-2009,CHENNAI,1960,1080
24-11-2009,DELHI,1390,1080
24-11-2009,BENGALURU,1850,1080
24-11-2009,CHENNAI,1960,1080
25-11-2009,DELHI,1400,1080
25-11-2009,MUMBAI,1750,1080
25-11-2009,BENGALURU,1800,1080
25-11-2009,CHENNAI,1960,1080
25-11-2009,HYDERABAD,1700,1080
26-11-2009,CHENNAI,1960,1080
27-11-2009,DELHI,1400,1080
27-11-2009,BENGALURU,1850,1080
27-11-2009,CHENNAI,1960,1080
30-11-2009,DELHI,1400,1080
30-11-2009,MUMBAI,2000,1080
30-11-2009,BENGALURU,1850,1080
01-12-2009,DELHI,1400,1080
01-12-2009,MUMBAI,2000,1080
02-12-2009,DELHI,1400,1080
02-12-2009,MUMBAI,1850,1080
04-12-2009,MUMBAI,2000,1080
04-12-2009,BENGALURU,1800,1080
07-12-2009,DELHI,1400,1080
07-12-2009,MUMBAI,2000,1080
08-12-2009,DELHI,1405,1080
08-12-2009,MUMBAI,1750,1080
08-12-2009,BENGALURU,1900,1080
09-12-2009,DELHI,1405,1080
09-12-2009,MUMBAI,1875,1080
09-12-2009,CHENNAI,2000,1080
09-12-2009,HYDERABAD,1633,1080
10-12-2009,DELHI,1405,1080
10-12-2009,MUMBAI,1750,1080
10-12-2009,BENGALURU,1900,1080
11-12-2009,DELHI,1405,1080
11-12-2009,MUMBAI,2000,1080
14-12-2009,DELHI,1385,1080
14-12-2009,MUMBAI,1767,1080
14-12-2009,BENGALURU,2100,1080
14-12-2009,CHENNAI,1960,1080
15-12-2009,DELHI,1390,1080
15-12-2009,MUMBAI,1766,1080
15-12-2009,BENGALURU,1800,1080
15-12-2009,CHENNAI,1960,1080
16-12-2009,DELHI,1350,1080
16-12-2009,MUMBAI,1750,1080
16-12-2009,CHENNAI,1960,1080
17-12-2009,MUMBAI,1783,1080
17-12-2009,BENGALURU,1800,1080
17-12-2009,CHENNAI,1960,1080
18-12-2009,DELHI,1340,1080
18-12-2009,MUMBAI,1775,1080
18-12-2009,BENGALURU,2000,1080
21-12-2009,DELHI,1375,1080
21-12-2009,MUMBAI,1831,1080
21-12-2009,BENGALURU,2000,1080
21-12-2009,CHENNAI,2000,1080
22-12-2009,DELHI,1375,1080
22-12-2009,MUMBAI,1831,1080
22-12-2009,BENGALURU,2000,1080
23-12-2009,DELHI,1375,1080
23-12-2009,MUMBAI,1819,1080
23-12-2009,BENGALURU,2100,1080
24-12-2009,DELHI,1375,1080
24-12-2009,MUMBAI,1819,1080
29-12-2009,MUMBAI,1819,1080
29-12-2009,BENGALURU,2000,1080
30-12-2009,DELHI,1365,1080
30-12-2009,MUMBAI,1794,1080
30-12-2009,CHENNAI,2050,1080
31-12-2009,DELHI,1365,1080
31-12-2009,MUMBAI,1794,1080
31-12-2009,BENGALURU,2000,1080
31-12-2009,CHENNAI,2050,1080
01-01-2010,DELHI,1365,1120
01-01-2010,MUMBAI,1794,1120
01-01-2010,BENGALURU,2100,1120
04-01-2010,DELHI,1365,1120
04-01-2010,MUMBAI,1779,1120
04-01-2010,BENGALURU,2000,1120
04-01-2010,CHENNAI,2050,1120
05-01-2010,DELHI,1365,1120
05-01-2010,MUMBAI,1779,1120
05-01-2010,BENGALURU,1800,1120
05-01-2010,CHENNAI,2050,1120
06-01-2010,MUMBAI,1819,1120
07-01-2010,DELHI,1380,1120
07-01-2010,MUMBAI,1815,1120
07-01-2010,BENGALURU,2100,1120
08-01-2010,MUMBAI,1815,1120
11-01-2010,MUMBAI,1833,1120
11-01-2010,BENGALURU,2100,1120
12-01-2010,DELHI,1365,1120
12-01-2010,MUMBAI,1833,1120
12-01-2010,BENGALURU,2100,1120
13-01-2010,MUMBAI,1800,1120
14-01-2010,DELHI,1375,1120
14-01-2010,MUMBAI,1800,1120
14-01-2010,BENGALURU,1800,1120
15-01-2010,MUMBAI,1800,1120
18-01-2010,DELHI,1365,1120
18-01-2010,MUMBAI,1794,1120
18-01-2010,BENGALURU,1900,1120
18-01-2010,CHENNAI,2100,1120
19-01-2010,DELHI,1365,1120
19-01-2010,MUMBAI,1794,1120
19-01-2010,BENGALURU,1900,1120
19-01-2010,CHENNAI,2100,1120
20-01-2010,DELHI,1365,1120
20-01-2010,MUMBAI,1794,1120
20-01-2010,BENGALURU,2100,1120
20-01-2010,CHENNAI,2100,1120
21-01-2010,MUMBAI,1769,1120
22-01-2010,DELHI,1385,1120
22-01-2010,MUMBAI,1769,1120
22-01-2010,BENGALURU,2100,1120
25-01-2010,DELHI,1385,1120
25-01-2010,MUMBAI,1769,1120
25-01-2010,BENGALURU,2100,1120
27-01-2010,DELHI,1365,1120
27-01-2010,MUMBAI,1788,1120
27-01-2010,BENGALURU,2200,1120
28-01-2010,DELHI,1360,1120
28-01-2010,MUMBAI,1763,1120
28-01-2010,BENGALURU,2200,1120
29-01-2010,DELHI,1360,1120
29-01-2010,MUMBAI,1750,1120
29-01-2010,HYDERABAD,1600,1120
01-02-2010,DELHI,1375,1120
01-02-2010,MUMBAI,1725,1120
01-02-2010,BENGALURU,2000,1120
01-02-2010,HYDERABAD,1667,1120
02-02-2010,DELHI,1375,1120
02-02-2010,MUMBAI,1725,1120
02-02-2010,HYDERABAD,1633,1120
03-02-2010,DELHI,1375,1120
03-02-2010,MUMBAI,1746,1120
03-02-2010,BENGALURU,1950,1120
03-02-2010,HYDERABAD,1633,1120
04-02-2010,DELHI,1375,1120
04-02-2010,MUMBAI,1746,1120
04-02-2010,HYDERABAD,1633,1120
05-02-2010,DELHI,1375,1120
05-02-2010,MUMBAI,1746,1120
08-02-2010,DELHI,1375,1120
08-02-2010,MUMBAI,1771,1120
08-02-2010,HYDERABAD,1467,1120
09-02-2010,DELHI,1375,1120
09-02-2010,MUMBAI,1771,1120
09-02-2010,HYDERABAD,1467,1120
10-02-2010,DELHI,1375,1120
10-02-2010,AHMEDABAD,1525,1120
10-02-2010,MUMBAI,1771,1120
10-02-2010,BENGALURU,1900,1120
10-02-2010,CHENNAI,2100,1120
11-02-2010,DELHI,1430,1120
11-02-2010,MUMBAI,1771,1120
11-02-2010,BENGALURU,1900,1120
11-02-2010,CHENNAI,2100,1120
12-02-2010,DELHI,1430,1120
15-02-2010,DELHI,1430,1120
15-02-2010,MUMBAI,1744,1120
16-02-2010,MUMBAI,1723,1120
16-02-2010,HYDERABAD,1633,1120
17-02-2010,DELHI,1430,1120
17-02-2010,MUMBAI,1706,1120
18-02-2010,DELHI,1430,1120
18-02-2010,MUMBAI,1706,1120
18-02-2010,KOLKATA,1450,1120
19-02-2010,DELHI,1430,1120
19-02-2010,MUMBAI,1706,1120
19-02-2010,KOLKATA,1500,1120
22-02-2010,DELHI,1430,1120
22-02-2010,MUMBAI,1744,1120
22-02-2010,KOLKATA,1500,1120
23-02-2010,DELHI,1430,1120
23-02-2010,MUMBAI,1744,1120
23-02-2010,KOLKATA,1500,1120
23-02-2010,HYDERABAD,1567,1120
24-02-2010,DELHI,1430,1120
24-02-2010,MUMBAI,1652,1120
24-02-2010,CHENNAI,2100,1120
24-02-2010,HYDERABAD,1600,1120
25-02-2010,DELHI,1430,1120
25-02-2010,MUMBAI,1632,1120
25-02-2010,BENGALURU,2000,1120
25-02-2010,CHENNAI,2100,1120
25-02-2010,HYDERABAD,1600,1120
26-02-2010,DELHI,1430,1120
26-02-2010,MUMBAI,1608,1120
26-02-2010,HYDERABAD,1567,1120
02-03-2010,MUMBAI,1600,1120
02-03-2010,CHENNAI,2060,1120
02-03-2010,HYDERABAD,1500,1120
03-03-2010,DELHI,1430,1120
03-03-2010,MUMBAI,1600,1120
03-03-2010,HYDERABAD,1500,1120
04-03-2010,DELHI,1400,1120
04-03-2010,MUMBAI,1617,1120
04-03-2010,CHENNAI,2060,1120
04-03-2010,HYDERABAD,1533,1120
05-03-2010,DELHI,1400,1120
05-03-2010,MUMBAI,1600,1120
05-03-2010,CHENNAI,2060,1120
08-03-2010,MUMBAI,1600,1120
08-03-2010,CHENNAI,2060,1120
08-03-2010,HYDERABAD,1567,1120
09-03-2010,DELHI,1400,1120
09-03-2010,MUMBAI,1600,1120
09-03-2010,CHENNAI,1950,1120
09-03-2010,HYDERABAD,1567,1120
10-03-2010,DELHI,1400,1120
10-03-2010,MUMBAI,1625,1120
10-03-2010,BENGALURU,2000,1120
10-03-2010,CHENNAI,1950,1120
10-03-2010,HYDERABAD,1567,1120
11-03-2010,DELHI,1400,1120
11-03-2010,MUMBAI,1625,1120
11-03-2010,HYDERABAD,1567,1120
12-03-2010,DELHI,1400,1120
12-03-2010,MUMBAI,1625,1120
12-03-2010,CHENNAI,1950,1120
12-03-2010,HYDERABAD,1567,1120
15-03-2010,DELHI,1400,1120
15-03-2010,MUMBAI,1625,1120
15-03-2010,CHENNAI,1950,1120
15-03-2010,HYDERABAD,1600,1120
16-03-2010,DELHI,1400,1120
17-03-2010,DELHI,1350,1120
17-03-2010,MUMBAI,1650,1120
17-03-2010,CHENNAI,1950,1120
17-03-2010,HYDERABAD,1600,1120
18-03-2010,DELHI,1360,1120
18-03-2010,MUMBAI,1650,1120
18-03-2010,CHENNAI,1950,1120
18-03-2010,HYDERABAD,1600,1120
19-03-2010,DELHI,1360,1120
19-03-2010,MUMBAI,1654,1120
19-03-2010,CHENNAI,1900,1120
19-03-2010,HYDERABAD,1633,1120
22-03-2010,DELHI,1360,1120
22-03-2010,MUMBAI,1667,1120
22-03-2010,CHENNAI,1900,1120
22-03-2010,HYDERABAD,1633,1120
23-03-2010,DELHI,1350,1120
23-03-2010,MUMBAI,1667,1120
23-03-2010,CHENNAI,1900,1120
23-03-2010,HYDERABAD,1633,1120
25-03-2010,DELHI,1350,1120
25-03-2010,MUMBAI,1638,1120
25-03-2010,CHENNAI,1900,1120
25-03-2010,HYDERABAD,1633,1120
26-03-2010,DELHI,1350,1120
26-03-2010,MUMBAI,1638,1120
26-03-2010,CHENNAI,1900,1120
26-03-2010,HYDERABAD,1633,1120
29-03-2010,DELHI,1350,1120
29-03-2010,MUMBAI,1625,1120
29-03-2010,CHENNAI,1900,1120
29-03-2010,HYDERABAD,1667,1120
30-03-2010,DELHI,1350,1120
30-03-2010,MUMBAI,1670,1120
30-03-2010,CHENNAI,1900,1120
30-03-2010,HYDERABAD,1667,1120
31-03-2010,DELHI,1350,1120
31-03-2010,MUMBAI,1631,1120
31-03-2010,CHENNAI,1900,1120
31-03-2010,HYDERABAD,1667,1120
01-04-2010,DELHI,1350,1120
01-04-2010,MUMBAI,1631,1120
01-04-2010,CHENNAI,1900,1120
01-04-2010,HYDERABAD,1667,1120
05-04-2010,DELHI,1350,1120
05-04-2010,MUMBAI,1606,1120
05-04-2010,CHENNAI,1900,1120
06-04-2010,DELHI,1350,1120
06-04-2010,MUMBAI,1606,1120
06-04-2010,CHENNAI,1900,1120
06-04-2010,HYDERABAD,1700,1120
07-04-2010,DELHI,1350,1120
07-04-2010,MUMBAI,1606,1120
07-04-2010,CHENNAI,1900,1120
07-04-2010,HYDERABAD,1700,1120
08-04-2010,DELHI,1350,1120
08-04-2010,MUMBAI,1606,1120
08-04-2010,BENGALURU,1800,1120
08-04-2010,CHENNAI,1900,1120
08-04-2010,HYDERABAD,1700,1120
09-04-2010,DELHI,1250,1120
09-04-2010,MUMBAI,1606,1120
09-04-2010,CHENNAI,1900,1120
09-04-2010,HYDERABAD,1700,1120
12-04-2010,DELHI,1200,1120
12-04-2010,MUMBAI,1631,1120
12-04-2010,CHENNAI,1900,1120
12-04-2010,HYDERABAD,1700,1120
13-04-2010,DELHI,1200,1120
